"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2013","2013",21052454,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2014","2014",22649363,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2015","2015",25256113,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2016","2016",28824605,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2017","2017",33401961,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2018","2018",35477006,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2019","2019",36258410,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2020","2020",19260809,,
"HRV","Croatia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2021","2021",29123104,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2008","2008",12800000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2009","2009",12500000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2010","2010",14700000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2011","2011",9800000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2012","2012",11500000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2013","2013",9500000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2014","2014",9900000,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2015","2015",9327804,,
"EGY","Egypt","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2016","2016",5398934,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2008","2008",12260200,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2009","2009",11877700,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2010","2010",14020500,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2011","2011",9451900,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2012","2012",11163900,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2013","2013",9209200,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2014","2014",9650000,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2015","2015",8983739,,
"EGY","Egypt","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2016","2016",5168412,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2008","2008",539800,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2009","2009",622300,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2010","2010",679500,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2011","2011",348100,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2012","2012",336100,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2013","2013",290800,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2014","2014",250000,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2015","2015",188700,,
"EGY","Egypt","INB_ARRIVALS_SAME_DAY","Same-day visitors (excursionists)","DEMAND","Tourism demand surveys","2016","2016",141141,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2008","2008",1203000,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2009","2009",1202000,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2010","2010",1329000,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2011","2011",965000,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2012","2012",1165000,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2013","2013",885479,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2014","2014",877228,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2015","2015",1010879,,
"EGY","Egypt","DEU","Germany","DEMAND","Tourism demand surveys","2016","2016",653915,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2008","2008",587000,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2009","2009",551000,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2010","2010",599000,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2011","2011",345000,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2012","2012",318000,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2013","2013",191689,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2014","2014",144766,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2015","2015",136623,,
"EGY","Egypt","FRA","France","DEMAND","Tourism demand surveys","2016","2016",101075,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2008","2008",1202000,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2009","2009",1347000,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2010","2010",1456000,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2011","2011",1034000,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2012","2012",1012000,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2013","2013",955344,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2014","2014",905713,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2015","2015",869481,,
"EGY","Egypt","GBR","United Kingdom","DEMAND","Tourism demand surveys","2016","2016",231299,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2008","2008",1073000,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2009","2009",1048000,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2010","2010",1144000,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2011","2011",555000,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2012","2012",719000,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2013","2013",504110,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2014","2014",400356,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2015","2015",332932,,
"EGY","Egypt","ITA","Italy","DEMAND","Tourism demand surveys","2016","2016",131458,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2008","2008",1825000,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2009","2009",2035000,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2010","2010",2856000,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2011","2011",1832000,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2012","2012",2518000,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2013","2013",2393908,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2014","2014",3138958,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2015","2015",2389882,,
"EGY","Egypt","RUS","Russian Federation","DEMAND","Tourism demand surveys","2016","2016",53864,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2008","2008",129200000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2009","2009",126500000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2010","2010",147400000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2011","2011",114200000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2012","2012",137800000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2013","2013",94410000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2014","2014",97256000,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2015","2015",84127586,,
"EGY","Egypt","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","DEMAND","Tourism demand surveys","2016","2016",32712186,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2012","2012",1873519,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2013","2013",1940130,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2014","2014",1983315,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2015","2015",1929164,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2016","2016",2056526,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2017","2017",2156147,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2018","2018",2140535,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2019","2019",2253429,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2020","2020",676066,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2021","2021",562783,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2008","2008",2933000,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2009","2009",2741000,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2010","2010",3204000,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2011","2011",3749000,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2012","2012",3823039,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2013","2013",3909326,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2014","2014",3919299,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2015","2015",3770207,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2016","2016",4014581,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2017","2017",4150419,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2018","2018",4174552,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2019","2019",4375637,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2020","2020",1403802,,
"EST","Estonia","INB_ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","SUPPLY","Tourism supply surveys","2021","2021",1282743,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",2933000,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",2741000,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",3204000,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",3749000,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",3823039,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",3909326,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",3919299,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",3770207,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",4014581,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",4150419,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",4163526,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",4362342,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",1398830,,
"EST","Estonia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",1279766,,
"EST","Estonia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",11026,,
"EST","Estonia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2019","2019",13295,,
"EST","Estonia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2020","2020",4972,,
"EST","Estonia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",2977,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2008","2008",3828144,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2009","2009",3833704,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2010","2010",4368591,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2011","2011",4906905,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2012","2012",5006771,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2013","2013",5736988,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2014","2014",5803974,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2015","2015",5695724,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2016","2016",5941673,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2017","2017",6145293,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2018","2018",6032823,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2019","2019",6102646,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2020","2020",1695329,,
"EST","Estonia","INB_ARRIVALS_TOTAL","Total international arrivals","DEMAND","Tourism demand surveys","2021","2021",1301587,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2008","2008",2222046,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2009","2009",2179675,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2010","2010",2510943,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2011","2011",2822700,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2012","2012",2957372,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2013","2013",3111181,,
"EST","Estonia","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","DEMAND","Tourism demand surveys","2014","2014",3160013,,
